id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
5377,PR,JACAREZINHO,Andirá,41362101,MENINO JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MANDI, 95 VL SANTA INES. 86380-000 Andirá - PR.",(43) 35384847,Não Informado,Educação Infantil,,
5378,PR,JACAREZINHO,Andirá,41042824,MICHEL KAIRALLA E M PROF EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TAPAJOS, 186 VL AMERICANA. 86380-000 Andirá - PR.",(43) 35381592,Não Informado,"Educação Infantil, Ensino Fundamental",,
5379,PR,JACAREZINHO,Andirá,41362080,NOSSA SENHORA APARECIDA C M E I DO C,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SILVIO NARDONI SN, 86380-000 Andirá - PR.",(43) 35389177,Não Informado,Educação Infantil,,
5380,PR,JACAREZINHO,Andirá,41042751,NOVA GERACAO E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DESOLINA CORSETTI BONACIM, 15 JD NOVA ANDIRA. 86380-000 Andirá - PR.",(43) 35381727,Particular,"Educação Infantil, Ensino Fundamental",,
5381,PR,JACAREZINHO,Andirá,41042840,PINGO DE GENTE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA, 1436 VL INDUSTRIAL. 86380-000 Andirá - PR.",(43) 35384456,Não Informado,"Educação Infantil, Ensino Fundamental",,
5382,PR,JACAREZINHO,Andirá,41143337,RAIO DE LUZ E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SERGIPE, 1000 JD MONTE CARLO. 86380-000 Andirá - PR.",(43) 35383622,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5383,PR,JACAREZINHO,Andirá,41042859,SANTA INES E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA SAO PAULO, 1260 VL SANTA INES. 86380-000 Andirá - PR.",(43) 35383359,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5384,PR,JACAREZINHO,Andirá,41362063,SANTO ANTONIO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ROTARY, 345 86380-000 Andirá - PR.",,Não Informado,Educação Infantil,,
5385,PR,JACAREZINHO,Andirá,41042778,STELLA MARIS C E EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA CARAMURU, 270 VILA AMERICANA. 86380-000 Andirá - PR.",(43) 35381329,Não Informado,"Ensino Fundamental, Ensino Médio",Atividade Complementar,78959368000179
5386,PR,JACAREZINHO,Barra do Jacaré,41362292,CRIANCA FELIZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MANOEL DE FREITAS AGUIAR, 480 CENTRO. 86385-000 Barra do Jacaré - PR.",(43) 35371212,Não Informado,Educação Infantil,,
5387,PR,JACAREZINHO,Barra do Jacaré,41046463,MARIA F SOUZA C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA SETE DE SETEMBRO, 657 CENTRO. 86385-000 Barra do Jacaré - PR.",(43) 35371386,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",80506587000144
5388,PR,JACAREZINHO,Barra do Jacaré,41046471,PIO XII E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA, 171 CENTRO. 86385-000 Barra do Jacaré - PR.",(43) 35371234,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5389,PR,JACAREZINHO,Cambará,41147448,ANGELINA R VEZOZZO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DA COMUNIDADE, 100 VL ROTARY. 86390-000 Cambará - PR.",(43) 35325389,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",15336975000162
5390,PR,JACAREZINHO,Cambará,41377729,CAETANO VEZOZZO E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA COMUNIDADE, 100 VL ROTARY. 86390-000 Cambará - PR.",(43) 35322867,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5391,PR,JACAREZINHO,Cambará,41046552,CAROLINA LUPION C E DONA EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV BRASIL, 1782 PREDIO. VL RUBIM. 86390-000 Cambará - PR.",(43) 35321488,Não Informado,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",783435000150
5392,PR,JACAREZINHO,Cambará,41159837,CEMEI CAMINHO DO SABER,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO MANOEL DOS SANTOS, 885 CENTRO. 86390-000 Cambará - PR.",(43) 35322790,Não Informado,Educação Infantil,,
5393,PR,JACAREZINHO,Cambará,41368819,CENTRO DE EDUCACAO INFANTIL BOM JESUS,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA EXPEDICIONARIOS, 110 VILA RUBIM. 86390-000 Cambará - PR.",(43) 35323154,Filantrópica,Educação Infantil,,
5394,PR,JACAREZINHO,Cambará,41368789,CENTRO DE EDUCACAO INFANTIL CAMINHOS DE LUZ,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA BRASIL, 1.863 VILA RUBIM. 86390-000 Cambará - PR.",(43) 35321575,Filantrópica,Educação Infantil,,
5395,PR,JACAREZINHO,Cambará,41374487,CENTRO EST EDUC PROFIS A MOHAMAD A HAMZE,Estadual,Rural,A escola não está em área de localização diferenciada,"BR 369 KM 14, 0 ZONA RURAL. AGUA DO BUGRE. 86390-000 Cambará - PR.",(43) 35325766,Não Informado,"Ensino Médio, Educação Profissional",Atividade Complementar,1340187000135
5396,PR,JACAREZINHO,Cambará,41153014,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ALGODAO DOCE,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANTONIO MICHELATO, 1184 CENTRO. 86390-000 Cambará - PR.",(43) 35322235,Não Informado,Educação Infantil,,
5397,PR,JACAREZINHO,Cambará,41046803,COLEGIO NOSSA SENHORA DAS GRACAS,Privada,Urbana,A escola não está em área de localização diferenciada,"RUASAGRADO CORACAO DO VERBO ENCARNADO, 1023 CENTRO. 86390-000 Cambará - PR.",(43) 35322118,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
5398,PR,JACAREZINHO,Cambará,41360605,ESCOLA MUNDO MAGICO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,Privada,Urbana,A escola não está em área de localização diferenciada,"AVENIDA BRASIL, 2216 ESTACAO. 86390-000 Cambará - PR.",(43) 35323916,Particular,"Educação Infantil, Ensino Fundamental",,
5399,PR,JACAREZINHO,Cambará,41046617,GENEROSO MARQUES C E DR EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA OTAVIO RODRIGUES FERREIRA FILHO, 1137 COLEGIO. CENTRO. 86390-000 Cambará - PR.",(43) 35321709,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",78961257000105
5400,PR,JACAREZINHO,Cambará,41387716,IGNEZ PANICHI HAMZE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO MISCHIATTI, 985 IGNEZ P HAMZE. 86390-000 Cambará - PR.",(43) 35325316,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5401,PR,JACAREZINHO,Cambará,41384555,LUCY REQUIAO M E SILVA C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA HERMINIO HAGGI, 400 IGNES PANICHI HAMZE. 86390-000 Cambará - PR.",(43) 35324006,Não Informado,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",10671987000120
5402,PR,JACAREZINHO,Cambará,41148525,LUIZ ANTONIO LORENZETTE E M PROF EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL DEODORO DA FONSECA, 1204 VL GONZAGA. 86390-000 Cambará - PR.",(43) 35325172,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5403,PR,JACAREZINHO,Cambará,41531949,MARIA ALICE BIT A FORTI E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA NOSSA SENHORA DO ROCIO, 1000 CENTRO. 86390-000 Cambará - PR.",(43) 35324565,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5404,PR,JACAREZINHO,Cambará,41531957,MARIA AP PAULINA DA S FURLAN E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"TRAV GUSTAVO NUNES DINIZ, 22 VL RUBIM. 86390-000 Cambará - PR.",(43) 35321489,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5405,PR,JACAREZINHO,Cambará,41046773,MENSAGEIROS DE LUZ E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"AV DEP JOSE AFONSO, 262 PINHEIRO. 86390-000 Cambará - PR.",(43) 35321466,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5406,PR,JACAREZINHO,Cambará,41368797,MUNDO FELIZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JACINTO CARULA, JD PINHEIRO. 86390-000 Cambará - PR.",(43) 35324615,Não Informado,Educação Infantil,,
5407,PR,JACAREZINHO,Cambará,41046811,O CAMINHO C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA REINALDO MAFRA SANCHES, 334 MORADA DO SOL. 86390-000 Cambará - PR.",(43) 35324014,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
5408,PR,JACAREZINHO,Cambará,41388739,SIGMA CENTRO DE EDUCACAO PROFISSIONAL,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO MANOEL DOS SANTOS, 1188 ESCOLA. CENTRO. 86390-000 Cambará - PR.",(43) 35324239,Particular,Educação Profissional,,
5409,PR,JACAREZINHO,Cambará,41046919,SILVIO TAVARES C E PROF EF M N PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO MANOEL DOS SANTOS, 1350 CENTRO. 86390-000 Cambará - PR.",(43) 35324305,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",78960895000101
5410,PR,JACAREZINHO,Carlópolis,41365186,AINZARA ROSSI SALLES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOSE SALLES, 313 CENTRO. 86420-000 Carlópolis - PR.",(43) 35661349,Não Informado,Educação Infantil,,
5411,PR,JACAREZINHO,Carlópolis,41357078,BENEDITO R DE CAMARGO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV ELSON SOARES, 295 CENTRO. 86420-000 Carlópolis - PR.",(43) 35661496,Não Informado,Ensino Fundamental,,
5412,PR,JACAREZINHO,Carlópolis,41381432,CARLOPOLIS E EDUC DE EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SALVIRA MARQUES, 410 CENTRO. 86420-000 Carlópolis - PR.",(43) 35662792,Particular,"Educação Infantil, Ensino Fundamental",,
5413,PR,JACAREZINHO,Carlópolis,41050835,CAROLINA LUPION C E EF M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA JORGE BARROS, 1095 CENTRO. 86420-000 Carlópolis - PR.",(43) 35661295,Não Informado,"Ensino Médio, Educação Profissional",,81648842000156
5414,PR,JACAREZINHO,Carlópolis,41050851,EDWIRGES B DO AMARAL E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA JORGE DE BARROS, 1777 CENTRO. 86420-000 Carlópolis - PR.",(43) 35661577,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5415,PR,JACAREZINHO,Carlópolis,41050886,HERCILIA DE PAULA E SILVA E E PROF EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV ELSON SOARES, 34 CENTRO. 86420-000 Carlópolis - PR.",(43) 35661282,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,78597283000198
5416,PR,JACAREZINHO,Carlópolis,41153855,ISABEL DALLA B DA SILVA C M E I PROFA,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV DOS DIOGOSSN, ELDORADO. 86420-000 Carlópolis - PR.",(43) 35662330,Não Informado,Educação Infantil,,
5417,PR,JACAREZINHO,Carlópolis,41357086,JOAQUIM DO PRADO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"DIST DE NOVA BRASILIA DO ITARARE, 0 86420-000 Carlópolis - PR.",,Não Informado,Ensino Fundamental,,
5418,PR,JACAREZINHO,Carlópolis,41050894,JOAQUIM M MARQUES C E C EI EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"DIST NOVA BRASILIA DO ITARARE, RUA PRINCIPAL, S/N PREDIO ESCOLAR. N B DO ITARARE. 86420-000 Carlópolis - PR.",(43) 984271034,Não Informado,"Ensino Fundamental, Ensino Médio",,864417000100
5419,PR,JACAREZINHO,Carlópolis,41050789,JOSE SALLES E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA QUARESMEIRA ROXA, 400 VISTA ALEGRE. 86420-000 Carlópolis - PR.",(43) 35661295,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5420,PR,JACAREZINHO,Carlópolis,41389522,MARINHA FOGACA DE OLIVEIRA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"EST MUN ESPIRITO SANTO, 95 86420-000 Carlópolis - PR.",(43) 35662705,Não Informado,Educação Infantil,,
5421,PR,JACAREZINHO,Carlópolis,41357094,RAYMUNDA S SALLES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANDRE JORGE CLELE, 130 CENTRO. 86420-000 Carlópolis - PR.",(43) 35662273,Não Informado,Educação Infantil,,
5423,PR,JACAREZINHO,Jacarezinho,41046960,ANESIO DE A LEITE C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA FERNANDO BOTARELLI, 100 AEROPORTO. 86400-000 Jacarezinho - PR.",(43) 35250290,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,78297389000176
5424,PR,JACAREZINHO,Jacarezinho,41360788,ARLINDO BESSA JR E M PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FRANCISCO FIGUEIREDO, 261 JD MARIA LUCIA. 86400-000 Jacarezinho - PR.",(43) 39113079,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5425,PR,JACAREZINHO,Jacarezinho,41559894,AUREA BENCK E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PEDRO COELHO DE MIRANDA, 797 JD PANORAMA. 86400-000 Jacarezinho - PR.",(43) 39113139,Não Informado,Educação Infantil,,
5426,PR,JACAREZINHO,Jacarezinho,41377818,CANTINHO MEU C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANTONIO MASCARI, 134 86400-000 Jacarezinho - PR.",,Não Informado,Educação Infantil,,
5427,PR,JACAREZINHO,Jacarezinho,41047028,CARLOS NEUFERT E PROF EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DOUTOR HERACLIO GOMES, 651 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35256960,Filantrópica,,Atendimento Educacional Especializado,
5428,PR,JACAREZINHO,Jacarezinho,41354524,CEEBJA PROFA GENI SAMPAIO LEMOS EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PROFESSOR RODRIGO OTAVIO, 15 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35251937,Não Informado,Educação de Jovens Adultos,Atendimento Educacional Especializado,72405202000124
5429,PR,JACAREZINHO,Jacarezinho,41360753,DINA T DA SILVA E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CARLOS GOMES, 191 DT MARQUES DO REIS. 86400-000 Jacarezinho - PR.",(43) 35291197,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5430,PR,JACAREZINHO,Jacarezinho,41354540,ELO FORMACAO INTEGRAL C EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"AV GETULIO VARGAS, 670 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35250166,Particular,"Ensino Fundamental, Ensino Médio",,
5431,PR,JACAREZINHO,Jacarezinho,41160576,ELO JUNIOR E EI,Privada,Urbana,A escola não está em área de localização diferenciada,"AV GETULIO VARGAS, 670 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35250166,Particular,Educação Infantil,,
5432,PR,JACAREZINHO,Jacarezinho,41160584,ESCOLA EDUCAR,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PROFESSOR RODRIGO, 352 CENTRO. 86400-000 Jacarezinho - PR.",(43) 988171762,Particular,"Educação Infantil, Ensino Fundamental",,
5433,PR,JACAREZINHO,Jacarezinho,41147260,IFPR - CAMPUS JACAREZINHO,Federal,Urbana,A escola não está em área de localização diferenciada,"AVENIDA DOUTOR TITO, 801 JARDIM PANORAMA. 86400-000 Jacarezinho - PR.",(43) 21220101,Não Informado,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,
5434,PR,JACAREZINHO,Jacarezinho,41047141,IMACULADA CONCEICAO E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"AVENIDA GETULIO VARGAS, 2 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35256686,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",78297496000102
5435,PR,JACAREZINHO,Jacarezinho,41047168,ISMENIA DE L PEIXOTO E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA RIO GRANDE, 775 VL SYLLAS. 86400-000 Jacarezinho - PR.",(43) 39113078,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5436,PR,JACAREZINHO,Jacarezinho,41377907,JEAN PIAGET E EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SANTOS DUMONT, 384 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35250404,Particular,Ensino Fundamental,,
5437,PR,JACAREZINHO,Jacarezinho,41047176,JOAO DE AGUIAR E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PRESIDENTE WENCESLAU BRAZ, 179 VL SANTA MARIA. 86400-000 Jacarezinho - PR.",(43) 39113072,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5438,PR,JACAREZINHO,Jacarezinho,41373294,JOHANN PROBST E M PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PEDRO COELHO DE MIRANDA, 797 JD PANORAMA. 86400-000 Jacarezinho - PR.",(43) 39113139,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5439,PR,JACAREZINHO,Jacarezinho,41047192,JOSE PAVAN C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA AMAZONAS, 345 VL SAO PEDRO. 86400-000 Jacarezinho - PR.",(43) 35271505,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",80506637000193
5440,PR,JACAREZINHO,Jacarezinho,41047206,LUIZ SETTI C E E F M P N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ALMIRANTE BARROSO, 499 VL SETTI. 86400-000 Jacarezinho - PR.",(43) 35252013,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",78297512000159
5441,PR,JACAREZINHO,Jacarezinho,41377800,MARANATA C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"AV GETULIO VARGAS, 189 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35251200,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
5442,PR,JACAREZINHO,Jacarezinho,41047249,MARIA DE NAZARE E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"ROD BR 153 - KM 16, S/N AEROPORTO. 86400-000 Jacarezinho - PR.",(43) 35250272,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5443,PR,JACAREZINHO,Jacarezinho,41152816,MARIA SALETE E M E I PROF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANDORINHA, 330 JD SAO LUIZ. 86400-000 Jacarezinho - PR.",(43) 39113053,Não Informado,Educação Infantil,,
5444,PR,JACAREZINHO,Jacarezinho,41047257,MARIA TEREZA A QUEVEDO E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ROUXINOL, 419 JD SAO LUIZ. 86400-000 Jacarezinho - PR.",(43) 39113086,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5445,PR,JACAREZINHO,Jacarezinho,41047273,MARQUES DOS REIS C E EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"AV MANOEL RIBAS, 460 MARQUES DOS REIS. 86400-000 Jacarezinho - PR.",(43) 35291124,Não Informado,"Educação Infantil, Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",80506512000163
5446,PR,JACAREZINHO,Jacarezinho,41363540,NONA PANICHI C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO ANTONIO GRACIANO, 135 VL PRESTES. 86400-000 Jacarezinho - PR.",(43) 39113073,Não Informado,Educação Infantil,,
5447,PR,JACAREZINHO,Jacarezinho,41380134,PEDACINHO DO CEU C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"ROD BR 153-KM 16, 0 AEROPORTO. 86400-000 Jacarezinho - PR.",,Não Informado,Educação Infantil,,
5448,PR,JACAREZINHO,Jacarezinho,41396456,RAIO DE LUZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA AUGUSTO HOFFMAN, 10 AEROPORTO. 86400-000 Jacarezinho - PR.",(43) 39113083,Não Informado,Educação Infantil,,
5449,PR,JACAREZINHO,Jacarezinho,41363523,RAIO DE SOL C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL FLORIANO PEIXOTO, 283 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35251593,Não Informado,Educação Infantil,,
5450,PR,JACAREZINHO,Jacarezinho,41149025,RENATO AZZOLINI E M PROF,Municipal,Urbana,A escola não está em área de localização diferenciada,"R DR YOLANDO BAPTISTA, 140 RES POMPEIA. 86400-000 Jacarezinho - PR.",(43) 39113142,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
5451,PR,JACAREZINHO,Jacarezinho,41047389,RUI BARBOSA C E EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV MANOEL RIBAS, 500 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35252950,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",78959962000160
5452,PR,JACAREZINHO,Jacarezinho,41047400,RUTH P ROCHA E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA OTAVIANO TONET, 147 VL ROSA. 86400-000 Jacarezinho - PR.",(43) 39113081,Não Informado,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",
5453,PR,JACAREZINHO,Jacarezinho,41363531,SAGRADO CORACAO DE JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV MANOEL RIBAS, 888 CENTRO. 86400-000 Jacarezinho - PR.",(43) 39113080,Não Informado,Educação Infantil,,
5454,PR,JACAREZINHO,Jacarezinho,41155750,SESC PARANA JACAREZINHO C EI EM,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DOIS DE ABRIL, 720 PQ ECOLOGICO. 86400-000 Jacarezinho - PR.",(43) 35112700,Particular,"Educação Infantil, Ensino Médio",,
5455,PR,JACAREZINHO,Jacarezinho,41354532,SILVESTRE MARQUES E M PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FERNANDO BOTARELLI, 801 AEROPORTO. 86400-000 Jacarezinho - PR.",(43) 39113084,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5456,PR,JACAREZINHO,Jacarezinho,41147588,SONHO ENCANTADO E EI,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CEL FIGUEIREDO, 554 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35257457,Particular,Educação Infantil,,
5457,PR,JACAREZINHO,Jacarezinho,41403428,TIA CHIQUINHA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DR JOAO CANDIDO FORTES, 703 CENTRO. 86400-000 Jacarezinho - PR.",(43) 39113089,Não Informado,Educação Infantil,,
5458,PR,JACAREZINHO,Jacarezinho,41363566,TIA OLGUINHA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CARLOS GOMES, 191 DIST MARQUES REIS. 86400-000 Jacarezinho - PR.",(43) 35291197,Não Informado,Educação Infantil,,
5459,PR,JACAREZINHO,Jacarezinho,41152220,UEP 19 - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE JACAREZINHO- SENAC,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DOIS DE ABRIL, 742 CENTRO. 86400-000 Jacarezinho - PR.",(43) 35113000,Particular,,,
5460,PR,JACAREZINHO,Jacarezinho,41374100,VERA CECILIA LAMIM E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BENJAMIN CONSTANT, 986 CENTRO. 86400-000 Jacarezinho - PR.",(43) 39113088,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5461,PR,JACAREZINHO,Jacarezinho,41047516,VO MELINHA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA COSTA JUNIOR, 42 CENTRO. 86400-000 Jacarezinho - PR.",(43) 39113076,Não Informado,Educação Infantil,,
5462,PR,JACAREZINHO,Joaquim Távora,41051211,ALAIDE S RODRIGUES E M C PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA SN, DIST DE JOA. 86457-000 Joaquim Távora - PR.",(43) 35591509,Não Informado,"Educação Infantil, Ensino Fundamental",,
5463,PR,JACAREZINHO,Joaquim Távora,41051246,ASSAD KALIL RICHA E E DO C EF,Estadual,Rural,A escola não está em área de localização diferenciada,"RUA JOSE GONCALVES DE OLIVEIRA SN, S ROQUE DO PINHAL. 86458-000 Joaquim Távora - PR.",(43) 35881177,Não Informado,Ensino Fundamental,Atividade Complementar,78596962000142
5464,PR,JACAREZINHO,Joaquim Távora,41363671,CHAPEUZINHO VERMELHO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SENADOR SOUZA NAVES, 348 CENTRO. 86455-000 Joaquim Távora - PR.",,Não Informado,Educação Infantil,,
5465,PR,JACAREZINHO,Joaquim Távora,41385152,CRECHE JOAO ANTONIO VIEIRA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BENEDITO AVES DE LARA, S/N CRECHE. ASA BRANCA. 86455-000 Joaquim Távora - PR.",(43) 35593567,Não Informado,Educação Infantil,,
