id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
5466,PR,JACAREZINHO,Joaquim Távora,41385144,CRECHE SOSSEGO DA MAMAE,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA JOSE GONCALVES DE OLIVEIRA, S/N CASA. SAO ROQUE DO PINHAL. 86455-000 Joaquim Távora - PR.",(43) 35881174,Não Informado,Educação Infantil,,
5467,PR,JACAREZINHO,Joaquim Távora,41051262,DISTRITAL DE JOA C E DO C EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PARANA SN, 0 DIST DE JOA. 86457-000 Joaquim Távora - PR.",(43) 91542368,Não Informado,"Ensino Fundamental, Ensino Médio",,1227082000174
5468,PR,JACAREZINHO,Joaquim Távora,41144163,FRANCISCO BENEDETTI CEEBJA PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA D PEDRO II, 80 VILA NOVA. 86455-000 Joaquim Távora - PR.",(43) 35591272,Não Informado,Educação de Jovens Adultos,,1145045000117
5469,PR,JACAREZINHO,Joaquim Távora,41051289,FREI FRANCISCO E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA MUNHOZ DA ROCHA, 499 CENTRO. 86455-000 Joaquim Távora - PR.",(43) 35591262,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5470,PR,JACAREZINHO,Joaquim Távora,41051300,JANINA L CAVALHEIRO E M PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DOM PEDRO II, 80 VL NOVA. 86455-000 Joaquim Távora - PR.",(43) 35591188,Não Informado,Ensino Fundamental,,
5471,PR,JACAREZINHO,Joaquim Távora,41051351,MIGUEL DIAS C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DR LINCOLN GRACA, 746 CENTRO. 86455-000 Joaquim Távora - PR.",(43) 35591596,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,109729000109
5472,PR,JACAREZINHO,Joaquim Távora,41051360,NATAL PANICHI E M DO C EF,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA JOSE GONCALVES DE OLIVEIRA SN, SAO ROQUE PINHAL. 86458-000 Joaquim Távora - PR.",(43) 35881163,Não Informado,"Educação Infantil, Ensino Fundamental",,
5473,PR,JACAREZINHO,Joaquim Távora,41051432,SAO JOSE E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TENENTE UBIRAJARA DE SOUZA, 630 CENTRO. 86455-000 Joaquim Távora - PR.",(43) 35593568,Não Informado,Ensino Fundamental,,
5474,PR,JACAREZINHO,Joaquim Távora,41051440,SAO SEBASTIAO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOSE CASTANHEIRA, 305 SAO SEBASTIAO. 86455-000 Joaquim Távora - PR.",(43) 35591235,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",,
5475,PR,JACAREZINHO,Joaquim Távora,41382013,SEMENTINHA DO SABER E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA JERONIMO VAZ VIEIRA, 730 CENTRO. 86455-000 Joaquim Távora - PR.",(43) 35593135,Particular,"Educação Infantil, Ensino Fundamental",,
5476,PR,JACAREZINHO,Jundiaí do Sul,41047605,LUIZ PETRINI E E PROF EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA NICOLAU CHAMMA, 542 CENTRO. 86470-000 Jundiaí do Sul - PR.",(43) 36261652,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",78597648000184
5477,PR,JACAREZINHO,Jundiaí do Sul,41047630,NICANOR BUENO MENDES C E EM,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ANCHIETA, 568 CENTRO. 86470-000 Jundiaí do Sul - PR.",(43) 36261536,Não Informado,Ensino Médio,Atividade Complementar,78596806000181
5478,PR,JACAREZINHO,Jundiaí do Sul,41364007,NICE BRAGA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA EDGAR BUENO DE MELO, 177 CENTRO. 86470-000 Jundiaí do Sul - PR.",(43) 36261534,Não Informado,Educação Infantil,,
5479,PR,JACAREZINHO,Jundiaí do Sul,41404220,PAULO FOGACA E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SAO FRANCISCO, 300 CENTRO. 86470-000 Jundiaí do Sul - PR.",(43) 36261073,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
5480,PR,JACAREZINHO,Jundiaí do Sul,41372255,VILMA V PEREIRA MARQUES E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA NICOLAU CHAMMA, 542 CENTRO. 86470-000 Jundiaí do Sul - PR.",(43) 36261532,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5481,PR,JACAREZINHO,Quatiguá,41051513,BOM PASTOR E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA NICODEMUS RODRIGUES DE PAULA, 44 CENTRO. 86450-000 Quatiguá - PR.",(43) 35641323,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5482,PR,JACAREZINHO,Quatiguá,41051556,JOAO M DA SILVEIRA C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"PC EXP EURIDES FERNANDES DO NASCIMENTO, 214 CENTRO. 86450-000 Quatiguá - PR.",(43) 35641111,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",81649519000105
5483,PR,JACAREZINHO,Quatiguá,41160282,JOSEPHINA PONTES BENZI C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO DELMORA, 701 DT INDUSTRIAL PEDRO VALLE. 86450-000 Quatiguá - PR.",(43) 35642765,Não Informado,Educação Infantil,,
5484,PR,JACAREZINHO,Quatiguá,41160657,LUMEN C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA ANTONIO BORDIGNON, 55 CENTRO. 86450-000 Quatiguá - PR.",(43) 35641035,Particular,Educação Infantil,,
5485,PR,JACAREZINHO,Quatiguá,41383591,SANTA MARIA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANGELO MENARBINE, 72 JD CRISTAL. 86450-000 Quatiguá - PR.",(43) 35641614,Não Informado,Educação Infantil,,
5486,PR,JACAREZINHO,Quatiguá,41145003,SAO LUCAS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PREF ACIR VOLPATO KYT, 247 CHAPADA. 86450-000 Quatiguá - PR.",(43) 35641176,Particular,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5487,PR,JACAREZINHO,Ribeirão Claro,41047729,ANA PINHEIRO E M C PROFA EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA NEGO STORT SN, CACHOEIRA. 86410-000 Ribeirão Claro - PR.",(43) 35366007,Não Informado,"Educação Infantil, Ensino Fundamental",,
5488,PR,JACAREZINHO,Ribeirão Claro,41047737,CORREIA DEFREITAS E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"PRACA MARIA IGNEZ BONADE LEONEL, 486 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35361142,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
5489,PR,JACAREZINHO,Ribeirão Claro,41047800,JOAO DA R CHUEIRI E E DR EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA MAL DEODORO DA FONSECA, 908 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35361204,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",126735000166
5490,PR,JACAREZINHO,Ribeirão Claro,41047834,JOAO TEODORO DA SILVA E M C EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"PATRIMONIO TRES CORACOES, TRES CORACOES. 86410-000 Ribeirão Claro - PR.",(43) 988028940,Não Informado,"Educação Infantil, Ensino Fundamental",,
5491,PR,JACAREZINHO,Ribeirão Claro,41048008,JOAQUIM A DE MOURA C E PROF EF M PROF N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA CORONEL EMILIO GOMES, 1449 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35361116,Não Informado,"Ensino Médio, Educação Profissional",Atividade Complementar,80506462000114
5492,PR,JACAREZINHO,Ribeirão Claro,41047850,JOSE GAVIOLI E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ZACARIAS BOUEIRI, 200 VL JOSE GAVIOLI. 86410-000 Ribeirão Claro - PR.",(43) 35361406,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
5493,PR,JACAREZINHO,Ribeirão Claro,41395204,JOVIRA C NEIA E M PROF EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PREFEITO FRANCISCO PALADINO SN, VL OSWALDO GIACOIA. 86410-000 Ribeirão Claro - PR.",(43) 35362613,Não Informado,"Educação Infantil, Ensino Fundamental",,
5494,PR,JACAREZINHO,Ribeirão Claro,41160673,MARANATA E,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA ROMUALDO CHIAROTTI, 520 JARDIM EUROPA. 86410-000 Ribeirão Claro - PR.",(43) 35362763,Particular,"Educação Infantil, Ensino Fundamental",,
5495,PR,JACAREZINHO,Ribeirão Claro,41369408,MARIA BAGGIO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PADRE JOAO MENENDEZSN, CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35362310,Não Informado,Educação Infantil,,
5496,PR,JACAREZINHO,Ribeirão Claro,41597974,MARIA FERREIRA E E DO C EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PREFEITO NEGO STORTI SN, DIST ADM C ESP STO. 86410-000 Ribeirão Claro - PR.",(43) 35366033,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,12812700000160
5497,PR,JACAREZINHO,Ribeirão Claro,41355369,PEROLA DO NORTE E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DOM PEDRO II, 462 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35362128,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5498,PR,JACAREZINHO,Ribeirão Claro,41352548,SEBASTIAO L DA SILVA C E DO C EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"PAT TRES CORACOES, 0 P TRES CORACOES. 86410-000 Ribeirão Claro - PR.",(43) 84270971,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",2041429000152
5499,PR,JACAREZINHO,Ribeirão Claro,41048075,URSINHO PIMPAO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PE JOAO MENENDEZ SN, 0 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35362315,Não Informado,Educação Infantil,,
5500,PR,JACAREZINHO,Ribeirão Claro,41160983,VENINA BATISTA RIBEIRO DA SILVA C M E I PROFA,Municipal,Urbana,A escola não está em área de localização diferenciada,"ISOLINA LOPES, 701 JACOMO DOMINGUES MIO. 86410-000 Ribeirão Claro - PR.",(43) 35362376,Não Informado,Educação Infantil,,
5501,PR,JACAREZINHO,Ribeirão Claro,41048091,ZULEIKA D C CASSAR E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CORONEL EMILIO GOMES, 1449 CENTRO. 86410-000 Ribeirão Claro - PR.",(43) 35362199,Não Informado,Ensino Fundamental,,
5502,PR,JACAREZINHO,Ribeirão do Pinhal,41368908,CANTINHO DA AMIZADE C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA MJ JOAO FRUTUOSO DE MELLO COELHO, 505 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511960,Filantrópica,Educação Infantil,,
5503,PR,JACAREZINHO,Ribeirão do Pinhal,41045661,CARLITO THOME DA SILVA E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CONEGO WENCESLAU WIKTOR, 357 VL ALMEIDA. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511429,Não Informado,Ensino Fundamental,,
5504,PR,JACAREZINHO,Ribeirão do Pinhal,41375084,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ZAIRA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA RAUL CURUPANA, 962 CMEI. CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35512206,Não Informado,Educação Infantil,,
5505,PR,JACAREZINHO,Ribeirão do Pinhal,41372050,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VO ZAIDE,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA VEREADOR OLIMPIO VIEIRA, 686 CMEI. VILA SANTA TEREZINHA. 86490-000 Ribeirão do Pinhal - PR.",(43) 35512967,Não Informado,Educação Infantil,,
5506,PR,JACAREZINHO,Ribeirão do Pinhal,41353471,DESPERTAR E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DR MARCELINO NOGUEIRA, 143 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511727,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
5507,PR,JACAREZINHO,Ribeirão do Pinhal,41045548,HERMINIA LUPION C E EF M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ANTONIO ROSA, 1228 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511532,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",78596418000109
5508,PR,JACAREZINHO,Ribeirão do Pinhal,41531850,JORGINA B DE PAULA C E DO C EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"RUA SANTA CATARINA, 105 DIST TRIOLANDIA. 86490-000 Ribeirão do Pinhal - PR.",(43) 35911149,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,11074060000175
5509,PR,JACAREZINHO,Ribeirão do Pinhal,41153006,LUIZ GONZAGA DE S VIEIRA E T INT P EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA HERMENEGILDO CAVAZZANI, 865 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511360,Filantrópica,Ensino Fundamental,,
5510,PR,JACAREZINHO,Ribeirão do Pinhal,41045599,MARCELINO NOGUEIRA E M DR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SILVEIRA PINTO, 857 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511783,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",
5511,PR,JACAREZINHO,Ribeirão do Pinhal,41045602,NOVA CARVALHO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAQUIM JOSE DUARTE, 293 PREDIO. CONJUNTO HABITACIONAL TOTO CARVALHO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35512279,Não Informado,Ensino Fundamental,Atividade Complementar,
5512,PR,JACAREZINHO,Ribeirão do Pinhal,41368835,PEQUENO PRINCIPE CENTRO MUL DE EDUC INFANTIL,Municipal,Rural,A escola não está em área de localização diferenciada,"AVENIDA JULIO FARAH, SN CMEI. TRIOLANDIA. 86490-000 Ribeirão do Pinhal - PR.",(43) 35911206,Não Informado,Educação Infantil,,
5513,PR,JACAREZINHO,Ribeirão do Pinhal,41045610,RUTH M CORREA E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV SILVEIRA PINTO, 1057 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511434,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",78596004000171
5514,PR,JACAREZINHO,Ribeirão do Pinhal,41045637,TANCREDO NEVES E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA VEREADOR OLIMPIO VIEIRA, 149 CJ TANCREDO NEVES. 86490-000 Ribeirão do Pinhal - PR.",(43) 35512540,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",
5515,PR,JACAREZINHO,Ribeirão do Pinhal,41045645,TRIOLANDIA E M DO C EF,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA SANTA CATARINA SN, TRIOLANDIA. 86490-000 Ribeirão do Pinhal - PR.",(43) 35911109,Não Informado,Ensino Fundamental,Atividade Complementar,
5516,PR,JACAREZINHO,Ribeirão do Pinhal,41368894,UNIVERSITAS C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA RAUL CURUPANA, 854 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35511834,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
5517,PR,JACAREZINHO,Ribeirão do Pinhal,41368916,WENCESLAU WIKTOR C M E I CONEGO,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA VEREADORA RUTH M CORREA, 1056 CENTRO. 86490-000 Ribeirão do Pinhal - PR.",(43) 35512903,Não Informado,Educação Infantil,,
5518,PR,JACAREZINHO,Santo Antônio da Platina,41149084,ALIANCA E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA TREZE DE MAIO, 612 86430-000 Santo Antônio da Platina - PR.",(43) 35340210,Particular,"Educação Infantil, Ensino Fundamental",,
5519,PR,JACAREZINHO,Santo Antônio da Platina,41369416,ARCO IRIS E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CAMPOS SALES, 717 CENTRO. 86430-000 Santo Antônio da Platina - PR.",(43) 35343377,Particular,"Educação Infantil, Ensino Fundamental",,
5520,PR,JACAREZINHO,Santo Antônio da Platina,41048172,BAIRRO DOS GLORIAS E R M E FUND,Municipal,Rural,A escola não está em área de localização diferenciada,"RIBEIRAO BONITO, SN RIBEIRAO BONITO. 86430-000 Santo Antônio da Platina - PR.",(43) 35343369,Não Informado,Ensino Fundamental,,
5521,PR,JACAREZINHO,Santo Antônio da Platina,41369440,CASA DA CRIANCA RECANTO FELIZ,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DOM PEDRO II, 28 CASA. VILA SAO JOSE. 86430-000 Santo Antônio da Platina - PR.",(43) 35341322,Filantrópica,Educação Infantil,Atividade Complementar,
5522,PR,JACAREZINHO,Santo Antônio da Platina,41048261,CASUCHA C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA ALVARO DE ABREU, 213 JD EGEA. 86430-000 Santo Antônio da Platina - PR.",(43) 35344765,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
5523,PR,JACAREZINHO,Santo Antônio da Platina,41149246,CELIA MEDEIROS DE MELLO SIMOES PROFA - C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL DEODORO, 311 CENTRO. 86430-000 Santo Antônio da Platina - PR.",(43) 35344656,Não Informado,Educação Infantil,,
5524,PR,JACAREZINHO,Santo Antônio da Platina,41369467,CENTRO MUNICIPAL DE EDUCACAO INFANTIL GENTE MIUDA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA 13 DE MAIO, 1110 CENTRO. 86430-000 Santo Antônio da Platina - PR.",(43) 35341255,Não Informado,Educação Infantil,,
5525,PR,JACAREZINHO,Santo Antônio da Platina,41377770,CENTRO MUNICIPAL DE EDUCACAO INFANTIL HERMINIA PATRIAL DE OLIVEIRA,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CLEMENTE JOSE DE CARVALHO, 99 CASA. APARECIDINHO I. 86430-000 Santo Antônio da Platina - PR.",(43) 35349266,Não Informado,Educação Infantil,,
5526,PR,JACAREZINHO,Santo Antônio da Platina,41387767,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO GALDINO TAVARES,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ESTORIL, 50 CASA. JARDIM SANTA MONICA. 86430-000 Santo Antônio da Platina - PR.",(43) 35344920,Não Informado,Educação Infantil,,
